Count,Ball,Strike,Foul,Single,Double,Triple,HomeRun,Out,HBP,DoublePlay,TriplePlay
2,0.4120082816,0.26869105,0.1969174143,0.1017048795,0.03233392122,0.002939447384,0.01881246326,0.30864198,0,0.00176367,0
11,0.3495463335,0.24721107,0.2106202588,0.2347959969,0.05927636644,0.005388760585,0.0415704388,0.61431871,0,0.02848345,0
12,0.3656135895,0.18971265,0.231941578,0.1044129236,0.03821907013,0.003152088258,0.01379038613,0.34751773,0,0.01615445,0
21,0.2743732591,0.26824513,0.2356545961,0.2032622334,0.07151819322,0.007528230866,0.05897114178,0.61731493,0,0.005018820577,0
22,0.2777777778,0.21284501,0.2607926398,0.1160474914,0.03791650709,0.002680965147,0.02029873612,0.33703562,0,0.01608579,0
32,0.2119341564,0.18753674,0.29776602,0.0841356216,0.02846379238,0.003348681457,0.02427794056,0.27584763,0,0.001255755546,0
20,0.2119341564,0.18753674,0.29776602,0.0841356216,0.02846379238,0.003348681457,0.02427794056,0.27584763,0,0.001255755546,0
