Count,Ball,Strike,Foul,Single,Double,Triple,HomeRun,Out,HBP,DoublePlay
2,0.4120082816,0.2012882448,0.1969174143,0.04593863935,0.0126524,0.0000115022,0.000073614,0.12169312,0.0034356438,0.00598114
11,0.3495463335,0.2472110665,0.2106202588,0.04539436111,0.01145322029,0.001041201844,0.008032128514,0.1167633497,0.0044345843,0.005503495463
12,0.3656135895,0.1897126528,0.231941578,0.0404418502,0.01539926973,0.001270042864,0.00555643753,0.139704715,0.0041684054,0.006191458962
20,0.3083121112,0.3603306475,0.1662422244,0.03267230253,0.01160606187,0.0010437106,0.0123575335,0.0988185196,0.0037323232,0.004884565608
30,0.3261384575,0.5818636483,0.04619636747,0.005645902894,0.003816793893,0.000263227165,0.004738088971,0.02698078442,0.0034354343,0.0009212950777
31,0.2672896084,0.2875848113,0.2194381621,0.04109588357,0.01743840019,0.00113081776,0.01767646709,0.1393881681,0.0038392432,0.005118438281
21,0.2743732591,0.2682451253,0.2356545961,0.04485277481,0.01587743733,0.001671309192,0.01309192201,0.1359331476,0.0038937433,0.006406685237
22,0.2777777778,0.2128450106,0.2607926398,0.05352847859,0.01751592357,0.001238499646,0.009377211607,0.1551663128,0.0039732907,0.007784854919
32,0.2119341564,0.1875367431,0.29776602,0.05971462975,0.01998824221,0.002351557907,0.01704879483,0.1934156379,0.003483489,0.006760728983
